Location_Name,Location_Identifier,Latitude,Longitude
SC02106402CDCDC1 SCM-03,USGS-381430104313801,38.24166962,-104.5277498
ARKANSAS RIVER BELOW PUEBLO BLVD AT PUEBLO,USGS-381609104384901,38.26916667,-104.6469444
"WOMACK DITCH FROM L. FOUNTAIN CR NR FT. CARSON, CO",USGS-384048104504901,38.67999381,-104.8480298
SC02006230ADD  WMW-C,USGS-381655104220801,38.28194618,-104.3694125
SC02305415CDB USGS 380237103265400,USGS-380237103265400,38.04361902,-103.4488279
SC02006206DCC  OBMW-14,USGS-382000104220501,38.33333415,-104.3685787
ST. CHARLES RIVER AT MOUTH NEAR VINELAND,USGS-381556104273300,38.26555793,-104.4596923
SC02006216DCD  WHOW-32,USGS-381817104201100,38.3047234,-104.3369116
"MONUMENT CR BLW SMITH CR AT USAF ACADEMY, CO",USGS-390036104500301,39.00999264,-104.8347013
SC01206632BBC AT102-MW003S,USGS-385758104484101,38.96611111,-104.8113889
SC01206629CCD AT102-MW007,USGS-385810104483301,38.96944444,-104.8091667
SC02305420DCB,USGS-380143103284900,38.0286194,-103.4807738
"CHEYENNE CREEK AT THE MOUTH AT COLORADO SPRNGS, CO",USGS-384859104491901,38.81638159,-104.8224741
LYTLE RESERVOIR,USGS-383617104515701,38.604718,-104.8663654
SC02106411BCBB1 SCM-62,USGS-381415104315801,38.23750303,-104.5333056
SC02106407DACC1 SCM-28,USGS-381359104342801,38.23305872,-104.5749735
SC02305533DAD,USGS-380002103335500,38.00056441,-103.5657774
SAND CK DS LAS VEGAS ST,USGS-384713104463200,38.78693872,-104.7760842
SC02006228ABB  WHOW-40A,USGS-381718104202200,38.28833482,-104.3399674
ARKANSAS RIVER AT OLD FORT BENT,USGS-380219103254901,38.03861111,-103.4302778
ARKANSAS RIVER AT HWY 167 NEAR FOWLER,USGS-380826104012401,38.14055556,-104.0233333
SC02106409CB1 SCM-29,USGS-381358104335601,38.23278094,-104.5660844
"WILDHORSE CREEK AT HWY 50 NEAR PUEBLO, CO",USGS-381845104390701,38.3125,-104.6519444
"WILDHORSE CREEK AT 24 ST AT PUEBLO, CO",USGS-381728104384301,38.29111111,-104.6452778
TELLER RESERVOIR USFWS-1,USGS-382637104493801,38.44361133,-104.8277567
SC02006228CAB  WHOW-21,USGS-381650104203200,38.2805572,-104.3427453
"FOUNTAIN CREEK BELOW HWY 47 AT PUEBLO, CO",USGS-381826104360601,38.30722222,-104.6038333
APISHAPA RIVER AT HWY 10 NEAR FOWLER,USGS-375435104002301,37.90972222,-104.0063889
KRAMER CREEK NEAR NEPESTA,USGS-381214104080301,38.20388889,-104.1341667
M-33 ARK RIV AT AVONDALE,USGS-381432104205500,38.2422246,-104.3491346
"RED CREEK BELOW SULLIVAN PARK AT FORT CARSON, CO",USGS-07099080,38.49972222,-104.9133333
SC02006203BAB  WS-15,USGS-382048104193501,38.34666701,-104.3269111
FOUNTAIN CREEK ABV 4TH ST. AT PUEBLO,USGS-381618104360001,38.27166667,-104.6
SC02006225ADD  OSHW-01,USGS-381657104163201,38.28250132,-104.2760772
SC01306312CDB,USGS-385537104235401,38.92693753,-104.3988547
SC01206336ACC Cherokee Tipton,USGS-385742104233801,38.96332294,-104.3953715
SC01406208CCB,USGS-385043104220302,38.84527208,-104.3680199
SC01506326BAB VASQUEZ,USGS-384318104245901,38.72166335,-104.4169098
"DRY CREEK AT PLATTEVILLE BOULEVARD NR PUEBLO, CO",USGS-382051104392901,38.3475,-104.6580556
"SIXMILE CREEK AT 40TH LANE NEAR VINELAND, CO",USGS-381114104252501,38.18722222,-104.4236111
SC02006234CDB  WS-17,USGS-382057104193401,38.34916696,-104.3266333
SC01506218ACB BOHART,USGS-384448104222801,38.74666279,-104.3749639
SC02006228BCA  WHOW-20,USGS-381703104204100,38.28416826,-104.3452453
SC01306314ABB WINDMILL,USGS-385529104244501,38.92471547,-104.4130217
SC01506310DCC HENDERSON,USGS-384509104254901,38.75249655,-104.4307989
SC01306306DAA  EDWARDS,USGS-385644104285001,38.94554902,-104.4810791
SC01306205CB,USGS-385642104215701,38.94491944,-104.3657694
CHICOSA CREKEK AT 67TH LN NEAR HAMLET,USGS-380804104054201,38.13444444,-104.095
SC01406303DCC HOBBS,USGS-385114104255601,38.8538836,-104.432744
SC02006221DBC  WHOW-15,USGS-381740104202400,38.29444583,-104.3405229
SC014062032BBA HAYES,USGS-384740104215501,38.79443965,-104.3657973
TIMPAS CREEK AT HWY 10 NEAR HAWLEY,USGS-375857103414501,37.9825,-103.6958333
SC02006227CDC  DDMW-15,USGS-381630104193001,38.27500168,-104.3255227
SC01506301AAA HENDERSON,USGS-384650104231301,38.78055121,-104.3874645
"WILLIAMS CREEK ABOVE HWY 50 NEAR PUEBLO,CO",USGS-381858104395300,38.31611111,-104.6647222
SC01506312DCC DUSTRUDE,USGS-384509104233901,38.75249623,-104.3946867
SC01406312DCD METHODIST,USGS-385019104233101,38.83860575,-104.392465
SC01206230CDC,USGS-385808104224301,38.96888103,-104.3791322
SC01206322BBB,USGS-385947104262501,38.99638107,-104.4408006
SC01606335DAC QAL40,USGS-383647104242501,38.61392778,-104.4069917
SC01706309CBB QAL41,USGS-383505104273601,38.58473056,-104.4599694
