Beta_Location_Name,Beta_Location_Identifier,Beta_Lat,Beta_Long,Old_MonitoringLocationName,Old_MonitoringLocationIdentifier,Old_Lat,Old_Long,Distance_Degrees,Distance_Meters,Names_Match,IDs_Match
LF2 W Site - South Well,LOWERARKVALLEYWATERCONSDIST-Diamond A West South,37.9715,-103.6493,LF2 W Site - South Well,LOWERARKVALLEYWATERCONSDIST-Diamond A West South,37.9715,-103.6493,0.0,0.0,True,True
ARKANSAS RIVER AT C.R. 24.5,21COL001_WQX-PEST-38,38.0273,-103.628233,ARKANSAS RIVER AT C.R. 24.5,21COL001_WQX-PEST-38,38.0273,-103.628233,0.0,0.0,True,True
GREENHORN CREEK ABOVE RYE,21COL001_WQX-7217,37.921022,-104.967302,GREENHORN CREEK ABOVE RYE,21COL001_WQX-7217,37.921022,-104.967302,0.0,0.0,True,True
Monument Cr - Baptist Rd,CORIVWCH_WQX-617,39.05662261,-104.8631111,Monument Cr - Baptist Rd,CORIVWCH_WQX-617,39.05662261,-104.8631111,0.0,0.0,True,True
Adobe Cr - LA-F003,CORIVWCH_WQX-4841,38.2145,-103.2896,Adobe Cr - LA-F003,CORIVWCH_WQX-4841,38.2145,-103.2896,0.0,0.0,True,True
Arkansas - Northgate Pond #1,CORIVWCH_WQX-6306,38.105327,-102.615593,Arkansas - Northgate Pond #1,CORIVWCH_WQX-6306,38.105327,-102.615593,0.0,0.0,True,True
"Arkansas - Midwestern Farms Pond West, Surface",CORIVWCH_WQX-6307,38.045517,-102.19065,"Arkansas - Midwestern Farms Pond West, Bottom",CORIVWCH_WQX-6310,38.045517,-102.19065,0.0,0.0,False,False
Fountain Cr - At 31st St,CORIVWCH_WQX-5030,38.8522,-104.8725,Fountain Cr - At 31st St,CORIVWCH_WQX-5030,38.8522,-104.8725,0.0,0.0,True,True
WILDHORSE CREEK D/S HWY 50,21COL001_WQX-7294B,38.306719,-104.652221,WILDHORSE CREEK D/S HWY 50,21COL001_WQX-7294B,38.306719,-104.652221,0.0,0.0,True,True
Purgatoire - LA-PR04,CORIVWCH_WQX-4813,37.7462,-103.5131,Purgatoire - LA-PR04,CORIVWCH_WQX-4813,37.7462,-103.5131,0.0,0.0,True,True
Black Squirrel Cr - LA-PR11,CORIVWCH_WQX-4801,38.4485,-104.386,Black Squirrel Cr - LA-PR11,CORIVWCH_WQX-4801,38.4485,-104.386,0.0,0.0,True,True
HOLBROOK LAKE SITE 1 TOP,21COL001_WQX-7526H1,38.0622,-103.609394,HOLBROOK LAKE SITE 1 TOP,21COL001_WQX-7526H1,38.0622,-103.609394,0.0,0.0,True,True
Fountain Cr - At Security,CORIVWCH_WQX-5032,38.7292,-104.7339,Fountain Cr - At Security,CORIVWCH_WQX-5032,38.7292,-104.7339,0.0,0.0,True,True
May Valley Ditch - Hwy 196,CORIVWCH_WQX-5007,38.11750555,-102.6112769,May Valley Ditch - Hwy 196,CORIVWCH_WQX-5007,38.11750555,-102.6112769,0.0,0.0,True,True
Wolf Creek,NARS_WQX-FW08CO020,38.06505925,-102.3363777,Wolf Creek,NARS_WQX-FW08CO020,38.06505925,-102.3363777,0.0,0.0,True,True
Arkansas - E of Granada Hwy 50,CORIVWCH_WQX-3397,38.05457832,-102.2302415,Arkansas - E of Granada Hwy 50,CORIVWCH_WQX-3397,38.05457832,-102.2302415,0.0,0.0,True,True
"Arkansas - Midwestern Farms Pond East, Bottom",CORIVWCH_WQX-6311,38.051017,-102.181433,"Arkansas - Midwestern Farms Pond East, Bottom",CORIVWCH_WQX-6311,38.051017,-102.181433,0.0,0.0,True,True
ARKANSAS RIVER AT HIGHWAY 385,21COL001_WQX-AR0039,38.0949,-102.3104,ARKANSAS RIVER AT HIGHWAY 385,21COL001_WQX-AR0039,38.0949,-102.3104,0.0,0.0,True,True
Monument Cr - Arnold Rd,CORIVWCH_WQX-5023,39.07279317,-104.8750332,Monument Cr - Arnold Rd,CORIVWCH_WQX-5023,39.07279317,-104.8750332,0.0,0.0,True,True
Arkansas - N of Carlton on McMillian,CORIVWCH_WQX-3394,38.1117,-102.4828,Arkansas - N of Carlton on McMillian,CORIVWCH_WQX-3394,38.1117,-102.4828,0.0,0.0,True,True
Arkansas - E of Granada Hwy 50,CORIVWCH_WQX-3398,38.05405216,-102.2300904,Arkansas - E of Granada Hwy 50,CORIVWCH_WQX-3398,38.05405216,-102.2300904,0.0,0.0,True,True
Horse Cr - Crown Ranch,CORIVWCH_WQX-5041,38.9078,-103.9407,Horse Cr - Crown Ranch,CORIVWCH_WQX-5041,38.9078,-103.9407,0.0,0.0,True,True
Arkansas - Hwy 50 Br,CORIVWCH_WQX-250,38.08124223,-103.2200085,Arkansas - Hwy 50 Br,CORIVWCH_WQX-250,38.08124223,-103.2200085,0.0,0.0,True,True
Arkansas - @ Gauge,CORIVWCH_WQX-475,38.2678,-104.6578,Arkansas - @ Gauge,CORIVWCH_WQX-475,38.2678,-104.6578,0.0,0.0,True,True
HORSE CK @ HWY 194 @ GAGE,21COL001_WQX-7525,38.08475,-103.3533,HORSE CK @ HWY 194 @ GAGE,21COL001_WQX-7525,38.08475,-103.3533,0.0,0.0,True,True
"Arkansas - Midwestern Farms Pond East, Surface",CORIVWCH_WQX-6308,38.051017,-102.181433,"Arkansas - Midwestern Farms Pond East, Surface",CORIVWCH_WQX-6308,38.051017,-102.181433,0.0,0.0,True,True
APISHIPA RIVER NEAR CONFLUENCE WITH ARK R,21COL001_WQX-7700,38.10851,-103.967885,APISHIPA RIVER NEAR CONFLUENCE WITH ARK R,21COL001_WQX-7700,38.10851,-103.967885,0.0,0.0,True,True
ADOBE CREEK RESERVOIR OUTLET,21COL001_WQX-7825O,38.234858,-103.277982,ADOBE CREEK RESERVOIR OUTLET,21COL001_WQX-7825O,38.234858,-103.277982,0.0,0.0,True,True
Monument Cr - Near Ice Lake,CORIVWCH_WQX-951,38.95579159,-104.8330326,Monument Cr - Near Ice Lake,CORIVWCH_WQX-951,38.95579159,-104.8330326,0.0,0.0,True,True
ARKANSAS RIVER AT HWY 227,21COL001_WQX-PEST-49,38.25291,-104.588633,ARKANSAS RIVER AT HWY 227,21COL001_WQX-PEST-49,38.25291,-104.588633,0.0,0.0,True,True
Wildhorse Cr - Hwy 50 W of Pueblo,CORIVWCH_WQX-3403,38.3124,-104.6521,Wildhorse Cr - Hwy 50 W of Pueblo,CORIVWCH_WQX-3403,38.3124,-104.6521,0.0,0.0,True,True
Drip System - Tile Drain,LOWERARKVALLEYWATERCONSDIST-Drip Tile Drain,38.0045,-103.652,Drip System - Tile Drain,LOWERARKVALLEYWATERCONSDIST-Drip Tile Drain,38.0045,-103.652,0.0,0.0,True,True
W Monument C - Air Force Acad,CORIVWCH_WQX-452,38.96392821,-104.8456295,W Monument C - Air Force Acad,CORIVWCH_WQX-452,38.96392821,-104.8456295,0.0,0.0,True,True
Arkansas - 36th Lane Br,CORIVWCH_WQX-603,38.26712448,-104.4572248,Arkansas - 36th Lane Br,CORIVWCH_WQX-603,38.26712448,-104.4572248,0.0,0.0,True,True
S Rush Cr - N Punkin Center,CORIVWCH_WQX-3404,38.89239855,-103.7009414,S Rush Cr - N Punkin Center,CORIVWCH_WQX-3404,38.89239855,-103.7009414,0.0,0.0,True,True
Arkansas - Below La Junta WWTP,CORIVWCH_WQX-480,37.9893,-103.5289,Arkansas - Below La Junta WWTP,CORIVWCH_WQX-480,37.9893,-103.5289,0.0,0.0,True,True
Horse Cr - Pool,CORIVWCH_WQX-3496,38.237831,-103.6351594,Horse Cr - Pool,CORIVWCH_WQX-3496,38.237831,-103.6351594,0.0,0.0,True,True
Fountain Cr - Fountain Cr at Mall,CORIVWCH_WQX-447,38.29777625,-104.6037684,Fountain Cr - Fountain Cr at Mall,CORIVWCH_WQX-447,38.29777625,-104.6037684,0.0,0.0,True,True
S Rush Cr - Pool,CORIVWCH_WQX-3498,38.79162438,-103.4789409,S Rush Cr - Pool,CORIVWCH_WQX-3498,38.79162438,-103.4789409,0.0,0.0,True,True
Bear Cr - Bear Canyon,CORIVWCH_WQX-325,38.820632,-104.891458,Bear Cr - Bear Canyon,CORIVWCH_WQX-325,38.820632,-104.891458,0.0,0.0,True,True
Kiowa Cr - Elbert,CORIVWCH_WQX-63,39.2209,-104.5332,Kiowa Cr - Elbert,CORIVWCH_WQX-63,39.2209,-104.5332,0.0,0.0,True,True
BUFFALO CREEK AT HIGHWAY 385 NORTH OF GRANADA,21COL001_WQX-AR0018,38.1487,-102.311,BUFFALO CREEK AT HIGHWAY 385 NORTH OF GRANADA,21COL001_WQX-AR0018,38.1487,-102.311,0.0,0.0,True,True
Arkansas River near Bent's Old Fort,11NPSWRD_WQX-BEOL_3P_ARKANSR,38.0387,-103.428,Arkansas River near Bent's Old Fort,11NPSWRD_WQX-BEOL_3P_ARKANSR,38.0387,-103.428,0.0,0.0,True,True
LAKE MEREDITH CANAL INLET,21COL001_WQX-7829I,38.229805,-103.684065,LAKE MEREDITH CANAL INLET,21COL001_WQX-7829I,38.229805,-103.684065,0.0,0.0,True,True
Arkansas - LA-S329,CORIVWCH_WQX-4846,38.1259,-104.3692,Arkansas - LA-S329,CORIVWCH_WQX-4846,38.1259,-104.3692,0.0,0.0,True,True
Arkansas - LA-OX01,CORIVWCH_WQX-4809,38.0542,-103.6743,Arkansas - LA-OX01,CORIVWCH_WQX-4809,38.0542,-103.6743,0.0,0.0,True,True
Arkansas - LA-F048,CORIVWCH_WQX-4825,38.0853,-103.1243,Arkansas - LA-F048,CORIVWCH_WQX-4825,38.0853,-103.1243,0.0,0.0,True,True
Arkansas - LA-N160,CORIVWCH_WQX-4848,39.0702,-103.685,Arkansas - LA-N160,CORIVWCH_WQX-4848,39.0702,-103.685,0.0,0.0,True,True
Cheyenne Cr - Canon Sch,CORIVWCH_WQX-610,38.79803811,-104.8480954,Cheyenne Cr - Canon Sch,CORIVWCH_WQX-610,38.79803811,-104.8480954,0.0,0.0,True,True
ADOBE CREEK @ HWY 194,21COL001_WQX-7524,38.084883,-103.310867,ADOBE CREEK @ HWY 194,21COL001_WQX-7524,38.084883,-103.310867,0.0,0.0,True,True
ST. CHARLES R. @ BUSINESS ROUTE 50,21COL001_WQX-7503,38.245517,-104.489515,ST. CHARLES R. @ BUSINESS ROUTE 50,21COL001_WQX-7503,38.245517,-104.489515,0.0,0.0,True,True
Cucharas - LA-PL04,CORIVWCH_WQX-4805,37.7319,-104.6817,Cucharas - LA-PL04,CORIVWCH_WQX-4805,37.7319,-104.6817,0.0,0.0,True,True
Arkansas - LA-F015,CORIVWCH_WQX-4823,38.157,-103.7481,Arkansas - LA-F015,CORIVWCH_WQX-4823,38.157,-103.7481,0.0,0.0,True,True
GREENHORN CREEK @ I-25,21COL001_WQX-7215,37.949783,-104.80288,GREENHORN CREEK @ I-25,21COL001_WQX-7215,37.949783,-104.80288,0.0,0.0,True,True
Horse Cr - LA-MAR01,CORIVWCH_WQX-4812,38.752,-103.942,Horse Cr - LA-MAR01,CORIVWCH_WQX-4812,38.752,-103.942,0.0,0.0,True,True
Arkansas - At  Runyan Lk,CORIVWCH_WQX-473,38.2538,-104.6051,Arkansas - At  Runyan Lk,CORIVWCH_WQX-473,38.2538,-104.6051,0.0,0.0,True,True
Arkansas - Prowers Br,CORIVWCH_WQX-623,38.09353238,-102.7681872,Arkansas - Prowers Br,CORIVWCH_WQX-623,38.09353238,-102.7681872,0.0,0.0,True,True
Timpas Cr - Timpas 71,CORIVWCH_WQX-444,37.9539,-103.7305,Timpas Cr - Timpas 71,CORIVWCH_WQX-444,37.9539,-103.7305,0.0,0.0,True,True
Arkansas - Swallows,CORIVWCH_WQX-472,38.29976881,-104.8608512,Arkansas - Swallows,CORIVWCH_WQX-472,38.29976881,-104.8608512,0.0,0.0,True,True
Hay Cr - Hay Cr Rd,CORIVWCH_WQX-618,39.05,-104.8764,Hay Cr - Hay Cr Rd,CORIVWCH_WQX-618,39.05,-104.8764,0.0,0.0,True,True
Fountain Cr - Hwy 50 Bypass,CORIVWCH_WQX-495,38.28790181,-104.6020383,Fountain Cr - Hwy 50 Bypass,CORIVWCH_WQX-495,38.28790181,-104.6020383,0.0,0.0,True,True
N Cheyenne Cr - Canyon Pk Gauge,CORIVWCH_WQX-706,38.7912,-104.8661,N Cheyenne Cr - Canyon Pk Gauge,CORIVWCH_WQX-706,38.7912,-104.8661,0.0,0.0,True,True
Fountain Cr - FCNC,CORIVWCH_WQX-705,38.67747621,-104.7051627,Fountain Cr - FCNC,CORIVWCH_WQX-705,38.67747621,-104.7051627,0.0,0.0,True,True
Arkansas - Northgate Pond #1 Bottom,CORIVWCH_WQX-6309,38.0,-102.615593,Arkansas - Northgate Pond #1 Bottom,CORIVWCH_WQX-6309,38.0,-102.615593,0.0,0.0,True,True
Huerfano - Hwy 50,CORIVWCH_WQX-477,38.22546454,-104.2615427,Huerfano - Hwy 50,CORIVWCH_WQX-477,38.22546454,-104.2615427,0.0,0.0,True,True
Arkansas - Hwy 207,CORIVWCH_WQX-476,38.12727523,-103.8622169,Arkansas - Hwy 207,CORIVWCH_WQX-476,38.12727523,-103.8622169,0.0,0.0,True,True
Big Sandy Cr - J Rd,CORIVWCH_WQX-616,38.72164616,-102.6642513,Big Sandy Cr - J Rd,CORIVWCH_WQX-616,38.72164616,-102.6642513,0.0,0.0,True,True
Arkansas - Hwy 109,CORIVWCH_WQX-438,37.9914324,-103.5327507,Arkansas - Hwy 109,CORIVWCH_WQX-438,37.9914324,-103.5327507,0.0,0.0,True,True
Arkansas - Portland USGS,CORIVWCH_WQX-36,38.3887,-105.0161,Arkansas - Portland USGS,CORIVWCH_WQX-36,38.3887,-105.0161,0.0,0.0,True,True
Arkansas - Nepesta,CORIVWCH_WQX-478,38.17888446,-104.1392076,Arkansas - Nepesta,CORIVWCH_WQX-478,38.17888446,-104.1392076,0.0,0.0,True,True
Fountain Cr - Overton Rd,CORIVWCH_WQX-496,38.35823726,-104.6164758,Fountain Cr - Overton Rd,CORIVWCH_WQX-496,38.35823726,-104.6164758,0.0,0.0,True,True
Arkansas - Hwy 71,CORIVWCH_WQX-442,38.10642528,-103.7474903,Arkansas - Hwy 71,CORIVWCH_WQX-442,38.10642528,-103.7474903,0.0,0.0,True,True
Arkansas - Hwy 89,CORIVWCH_WQX-612,38.04311543,-102.118542,Arkansas - Hwy 89,CORIVWCH_WQX-612,38.04311543,-102.118542,0.0,0.0,True,True
Fountain Cr - Hanna Ranch,CORIVWCH_WQX-693,38.4474,-104.5914,Fountain Cr - Hanna Ranch,CORIVWCH_WQX-693,38.4474,-104.5914,0.0,0.0,True,True
Fountain Cr - McGrew Ranch,CORIVWCH_WQX-694,38.68077853,-104.7067473,Fountain Cr - McGrew Ranch,CORIVWCH_WQX-694,38.68077853,-104.7067473,0.0,0.0,True,True
RUSH CREEK AT CR S,21COL001_WQX-7996,38.733313,-103.280327,RUSH CREEK AT CR S,21COL001_WQX-7996,38.733313,-103.280327,0.0,0.0,True,True
GAGEBY CREEK @ HWY 50,21COL001_WQX-7819,38.113417,-103.08165,GAGEBY CREEK @ HWY 50,21COL001_WQX-7819,38.113417,-103.08165,0.0,0.0,True,True
TIMPAS CREEK AT HWY 50 NR SWINK,21COL001_WQX-7501A,38.02165,-103.638932,TIMPAS CREEK AT HWY 50 NR SWINK,21COL001_WQX-7501A,38.02165,-103.638932,0.0,0.0,True,True
"Arkansas - Midwestern Farms Pond West, Surface",CORIVWCH_WQX-6307,38.045517,-102.19065,"Arkansas - Midwestern Farms Pond West, Surface",CORIVWCH_WQX-6307,38.045517,-102.19065,0.0,0.0,True,True
COTTONWOOD CREEK ABOVE RANGEWOOD DRIVE,21COL001_WQX-7327,38.930521,-104.752727,COTTONWOOD CREEK ABOVE RANGEWOOD DRIVE,21COL001_WQX-7327,38.930521,-104.752727,0.0,0.0,True,True
Cascade Cr - Cascade Cr @ Confluence,CORIVWCH_WQX-3345,38.897801,-104.987435,Cascade Cr - Cascade Cr @ Confluence,CORIVWCH_WQX-3345,38.897801,-104.987435,0.0,0.0,True,True
Monument Cr - Uintah Br,CORIVWCH_WQX-453,38.851249,-104.82869,Monument Cr - Uintah Br,CORIVWCH_WQX-453,38.851249,-104.82869,0.0,0.0,True,True
ARKANSAS R. ABV HUERFANO @ HWY 209 NR BOONE,21COL001_WQX-7515,38.23345,-104.261182,ARKANSAS R. ABV HUERFANO @ HWY 209 NR BOONE,21COL001_WQX-7515,38.23345,-104.261182,0.0,0.0,True,True
FOUNTAIN CK. AT NEVADA AVE.,21COL001_WQX-7306,38.816265,-104.8226,FOUNTAIN CK. AT NEVADA AVE.,21COL001_WQX-7306,38.816265,-104.8226,0.0,0.0,True,True
MIDDLE RUSH CREEK AT CR 23,21COL001_WQX-7995,38.954746,-103.645496,MIDDLE RUSH CREEK AT CR 23,21COL001_WQX-7995,38.954746,-103.645496,0.0,0.0,True,True
Arkansas - LA-N176,CORIVWCH_WQX-4844,38.8929,-103.2525,Arkansas - LA-N176,CORIVWCH_WQX-4844,38.8929,-103.2525,0.0,0.0,True,True
Arkansas - LA-PL01,CORIVWCH_WQX-4815,38.7231,-103.997,Arkansas - LA-PL01,CORIVWCH_WQX-4815,38.7231,-103.997,0.0,0.0,True,True
Purgatoire - Nine Mile Dam,CORIVWCH_WQX-456,37.71371515,-103.5097243,Purgatoire - Nine Mile Dam,CORIVWCH_WQX-456,37.71371515,-103.5097243,0.0,0.0,True,True
BOGGS CK. @ HWY 96 ABV PUEBLO RES.,21COL001_WQX-7285,38.229217,-104.746217,BOGGS CK. @ HWY 96 ABV PUEBLO RES.,21COL001_WQX-7285,38.229217,-104.746217,0.0,0.0,True,True
"FOUNTAIN CREEK NEAR FOUNTAIN, CO (USGS site)",21COL001_WQX-7325,38.602276,-104.669846,"FOUNTAIN CREEK NEAR FOUNTAIN, CO (USGS site)",21COL001_WQX-7325,38.602276,-104.669846,0.0,0.0,True,True
NORTH RUSH CREEK AT HIGHWAY 71 NORTH OF PUNKIN CENTER,21COL001_WQX-AR0150,39.0613,-103.703,NORTH RUSH CREEK AT HIGHWAY 71 NORTH OF PUNKIN CENTER,21COL001_WQX-AR0150,39.0613,-103.703,0.0,0.0,True,True
Rush Cr - LA-N161,CORIVWCH_WQX-4847,39.1433,-103.9014,Rush Cr - LA-N161,CORIVWCH_WQX-4847,39.1433,-103.9014,0.0,0.0,True,True
Arkansas - LA-F028,CORIVWCH_WQX-4845,38.0698,-103.1792,Arkansas - LA-F028,CORIVWCH_WQX-4845,38.0698,-103.1792,0.0,0.0,True,True
Purgatoire - Lost Souls,CORIVWCH_WQX-249,38.03391091,-103.2009652,Purgatoire - Lost Souls,CORIVWCH_WQX-249,38.03391091,-103.2009652,0.0,0.0,True,True
Fountain Cr - Willow Spgs Rd,CORIVWCH_WQX-506,38.72573255,-104.7305497,Fountain Cr - Willow Spgs Rd,CORIVWCH_WQX-506,38.72573255,-104.7305497,0.0,0.0,True,True
Apishapa - Hwy 50,CORIVWCH_WQX-457,38.12095037,-103.9474767,Apishapa - Hwy 50,CORIVWCH_WQX-457,38.12095037,-103.9474767,0.0,0.0,True,True
Fountain Cr - 21st St Br,CORIVWCH_WQX-354,38.840595,-104.85781,Fountain Cr - 21st St Br,CORIVWCH_WQX-354,38.840595,-104.85781,0.0,0.0,True,True
Reed Pond Liner - Drain,LOWERARKVALLEYWATERCONSDIST-Reed Wiley Drain,38.1503,-102.7234,Reed Pond Liner - Drain,LOWERARKVALLEYWATERCONSDIST-Reed Wiley Drain,38.1503,-102.7234,0.0,0.0,True,True
Drip System - North Well,LOWERARKVALLEYWATERCONSDIST-Drip North,38.0041,-103.6501,Diamond A Soil Health - Tile Drain,LOWERARKVALLEYWATERCONSDIST-Diamond A Tile Drain,38.0041,-103.6501,0.0,0.0,False,False
Drip System - North Well,LOWERARKVALLEYWATERCONSDIST-Drip North,38.0041,-103.6501,Drip System - North Well,LOWERARKVALLEYWATERCONSDIST-Drip North,38.0041,-103.6501,0.0,0.0,True,True
Hemphill Pond,LOWERARKVALLEYWATERCONSDIST-Hemphill Pond,38.1428,-102.9566,Hemphill Pond,LOWERARKVALLEYWATERCONSDIST-Hemphill Pond,38.1428,-102.9566,0.0,0.0,True,True
Rusler Soil Health - Bessemer,LOWERARKVALLEYWATERCONSDIST-Rusler Bessemer Ditch,38.2062,-104.339,Rusler Soil Health - Bessemer,LOWERARKVALLEYWATERCONSDIST-Rusler Bessemer Ditch,38.2062,-104.339,0.0,0.0,True,True
ARKANSAS RIVER AT SWINK,21COL001_WQX-TMDL-SW01,38.027992,-103.628188,ARKANSAS RIVER AT SWINK,21COL001_WQX-TMDL-SW01,38.027992,-103.628188,0.0,0.0,True,True
FOUNTAIN CREEK ABOVE SPRING CREEK,21COL001_WQX-7317,38.80345,-104.79729,FOUNTAIN CREEK ABOVE SPRING CREEK,21COL001_WQX-7317,38.80345,-104.79729,0.0,0.0,True,True
FOUNTAIN CREEK BELOW CONFLUENCE WITH SPRING CREEK,21COL001_WQX-7315,38.80321,-104.79626,FOUNTAIN CREEK BELOW CONFLUENCE WITH SPRING CREEK,21COL001_WQX-7315,38.80321,-104.79626,0.0,0.0,True,True
ARKANSAS RIVER AT HWY 266 BRIDGE,21COL001_WQX-TMDL-707,38.064452,-103.685432,ARKANSAS RIVER AT HWY 266 BRIDGE,21COL001_WQX-TMDL-707,38.064452,-103.685432,0.0,0.0,True,True
Arkansas - Ryan's Pond,CORIVWCH_WQX-441,38.06441516,-103.685238,Arkansas - Ryan's Pond,CORIVWCH_WQX-441,38.06441516,-103.685238,0.0,0.0,True,True
Purgatoire - Higbee Br,CORIVWCH_WQX-455,37.75974961,-103.435899,Purgatoire - Higbee Br,CORIVWCH_WQX-455,37.75974961,-103.435899,0.0,0.0,True,True
"BIG SANDY CREEK,D/S OF AMITY CANAL CROSSING",21COL001_WQX-7814B,38.202106,-102.486058,"BIG SANDY CREEK,D/S OF AMITY CANAL CROSSING",21COL001_WQX-7814B,38.202106,-102.486058,0.0,0.0,True,True
"BUFFALO CREEK,U/S OF AMITY CANAL CROSSING",21COL001_WQX-7812A,38.201808,-102.32897,"BUFFALO CREEK,U/S OF AMITY CANAL CROSSING",21COL001_WQX-7812A,38.201808,-102.32897,0.0,0.0,True,True
PUEBLO RESERVOIR,21COL001_WQX-CPW-104,38.26848,-104.727443,PUEBLO RESERVOIR,21COL001_WQX-CPW-104,38.26848,-104.727443,0.0,0.0,True,True
W Plum Cr - Upstream Br 06,CORIVWCH_WQX-999,39.2204,-104.9772,W Plum Cr - Upstream Br 06,CORIVWCH_WQX-999,39.2204,-104.9772,0.0,0.0,True,True
Arkansas - Hwy 167,CORIVWCH_WQX-446,38.141,-104.0227,Arkansas - Hwy 167,CORIVWCH_WQX-446,38.141,-104.0227,0.0,0.0,True,True
"Arkansas - Midwestern Farms Pond West, Bottom",CORIVWCH_WQX-6310,38.045517,-102.19065,"Arkansas - Midwestern Farms Pond West, Surface",CORIVWCH_WQX-6307,38.045517,-102.19065,0.0,0.0,False,False
ARKANSAS RIVER AT HWY 231,21COL001_WQX-PEST-46,38.26621,-104.457266,ARKANSAS RIVER AT HWY 231,21COL001_WQX-PEST-46,38.26621,-104.457266,0.0,0.0,True,True
ADOBE CREEK AT HIGHWAY 96,21COL001_WQX-AR0117,38.3505,-103.3364,ADOBE CREEK AT HIGHWAY 96,21COL001_WQX-AR0117,38.3505,-103.3364,0.0,0.0,True,True
APISHAPA RIVER NEAR FOWLER,21COL001_WQX-7701,38.090867,-103.98165,APISHAPA RIVER NEAR FOWLER,21COL001_WQX-7701,38.090867,-103.98165,0.0,0.0,True,True
Big Sandy Cr - LA-N164,CORIVWCH_WQX-4842,38.7776,-103.0901,Big Sandy Cr - LA-N164,CORIVWCH_WQX-4842,38.7776,-103.0901,0.0,0.0,True,True
JOHN MARTIN RESERVOIR,21COL001_WQX-CPW-067,38.067675,-102.938003,JOHN MARTIN RESERVOIR,21COL001_WQX-CPW-067,38.067675,-102.938003,0.0,0.0,True,True
Chicosa Cr - Fritz Ranch off Hwy 50,CORIVWCH_WQX-5055,38.14655297,-104.0815676,Chicosa Cr - Fritz Ranch off Hwy 50,CORIVWCH_WQX-5055,38.14655297,-104.0815676,0.0,0.0,True,True
Williams Cr - LA-N165,CORIVWCH_WQX-4824,38.6793,-104.6268,Williams Cr - LA-N165,CORIVWCH_WQX-4824,38.6793,-104.6268,0.0,0.0,True,True
ARKANASAS RIVER AT C.R. 34.5,21COL001_WQX-PEST-33,38.093483,-102.76825,ARKANASAS RIVER AT C.R. 34.5,21COL001_WQX-PEST-33,38.093483,-102.76825,0.0,0.0,True,True
"Arkansas - Midwestern Farms Pond East, Bottom",CORIVWCH_WQX-6311,38.051017,-102.181433,"Arkansas - Midwestern Farms Pond East, Surface",CORIVWCH_WQX-6308,38.051017,-102.181433,0.0,0.0,False,False
Arkansas - LA-MAR04,CORIVWCH_WQX-4810,38.0411,-103.4353,Arkansas - LA-MAR04,CORIVWCH_WQX-4810,38.0411,-103.4353,0.0,0.0,True,True
Arkansas - LA-MAR-03,CORIVWCH_WQX-4811,38.0851,-103.1244,Arkansas - LA-MAR-03,CORIVWCH_WQX-4811,38.0851,-103.1244,0.0,0.0,True,True
HUERFANO @ BADITO CROSSING @ HWY 69,21COL001_WQX-TMDL-HU05,37.72776,-105.014363,HUERFANO @ BADITO CROSSING @ HWY 69,21COL001_WQX-TMDL-HU05,37.72776,-105.014363,0.0,0.0,True,True
ROCK CREEK AT CTY RD 200,21COL001_WQX-7284,38.20797,-104.79312,ROCK CREEK AT CTY RD 200,21COL001_WQX-7284,38.20797,-104.79312,0.0,0.0,True,True
Arkansas - Hwy 50 at Lamar,CORIVWCH_WQX-481,38.10565615,-102.6183685,Arkansas - Hwy 50 at Lamar,CORIVWCH_WQX-481,38.10565615,-102.6183685,0.0,0.0,True,True
Arkansas - Homestead Pond,CORIVWCH_WQX-7016,39.074253,-104.524771,Arkansas - Homestead Pond,CORIVWCH_WQX-7016,39.074253,-104.524771,0.0,0.0,True,True
Arkansas - Homestead Drinking Well,CORIVWCH_WQX-7017,39.074519,-104.523682,Arkansas - Homestead Drinking Well,CORIVWCH_WQX-7017,39.074519,-104.523682,0.0,0.0,True,True
Arkansas - Homestead Irrigation Well,CORIVWCH_WQX-7015,39.075372,-104.525121,Arkansas - Homestead Irrigation Well,CORIVWCH_WQX-7015,39.075372,-104.525121,0.0,0.0,True,True
McClave Lateral Irrigation Water,LOWERARKVALLEYWATERCONSDIST-McClave Irrigation,38.1449,-102.8519,McClave Lateral Irrigation Water,LOWERARKVALLEYWATERCONSDIST-McClave Irrigation,38.1449,-102.8519,0.0,0.0,True,True
Arkansas - Homestead Inlet Channel,CORIVWCH_WQX-7018,39.074857,-104.524975,Arkansas - Homestead Inlet Channel,CORIVWCH_WQX-7018,39.074857,-104.524975,0.0,0.0,True,True
Middle Cr - Central Ave Br,CORIVWCH_WQX-874,38.076612,-104.989294,Middle Cr - Central Ave Br,CORIVWCH_WQX-874,38.076612,-104.989294,0.0,0.0,True,True
Gove Cr - GVC-1B; DoCo Club Med,CORIVWCH_WQX-963,39.209741,-104.963888,Gove Cr - GVC-1B; DoCo Club Med,CORIVWCH_WQX-963,39.209741,-104.963888,0.0,0.0,True,True
W Plum Cr - WPC-6A; W Plum Cr Headwaters,CORIVWCH_WQX-961,39.223672,-104.974715,W Plum Cr - WPC-6A; W Plum Cr Headwaters,CORIVWCH_WQX-961,39.223672,-104.974715,0.0,0.0,True,True
NWC_CO-10197,NARS_WQX-NWC_CO-10197,38.36077,-102.52889,NWC_CO-10197,NARS_WQX-NWC_CO-10197,38.36077,-102.52889,0.0,0.0,True,True
